age,body_type,diet,drinks,drugs,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
43.0,fit,other,2,0,76.0,-1.0,medicine / health,2011-12-07-01-18,california,no_kids,straight,like_boths,agnosticism,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
40.0,average,other,1,0,63.0,60000.0,education / academia,2012-06-27-19-36,california,no_kids,straight,like_boths,christianity,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), german (poorly)",single
24.0,fit,other,2,1,73.0,-1.0,sales / marketing / biz dev,2012-06-27-11-21,california,no_kids,straight,like_boths,judaism,m,,,english,single
23.0,fit,other,2,1,75.0,20000.0,education / academia,2012-06-30-03-43,california,no_kids,straight,like_dogs,agnosticism,m,virgo,no,"english, spanish (poorly)",single
24.0,average,other,2,0,66.0,-1.0,other,2012-06-28-21-02,california,no_kids,straight,like_dogs,catholicism,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)",single
43.0,fit,other,2,0,65.0,100000.0,executive / management,2012-06-12-17-45,california,no_kids,straight,like_dogs,catholicism,f,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay)",single
24.0,average,other,2,0,67.0,-1.0,other,2012-06-30-00-23,california,no_kids,gay,like_boths,atheism,f,sagittarius but it doesn&rsquo;t matter,no,"english, spanish (okay)",single
26.0,average,other,2,0,67.0,-1.0,sales / marketing / biz dev,2012-06-25-23-24,california,no_kids,straight,like_boths,agnosticism,f,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single
27.0,fit,other,2,0,64.0,-1.0,artistic / musical / writer,2012-06-09-07-17,other,no_kids,straight,like_boths,other,f,virgo and it&rsquo;s fun to think about,no,english (fluently),single
27.0,average,other,2,0,69.0,20000.0,other,2012-06-29-20-23,california,no_kids,straight,like_dogs,christianity,f,aries but it doesn&rsquo;t matter,,english (fluently),single
35.0,fit,other,2,1,72.0,-1.0,education / academia,2012-06-29-22-58,california,no_kids,straight,like_boths,agnosticism,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), sign language (poorly)",single
34.0,average,other,2,0,66.0,-1.0,other,2011-07-25-18-01,california,no_kids,straight,like_boths,agnosticism,f,sagittarius and it&rsquo;s fun to think about,no,english,single
37.0,average,other,2,0,61.0,-1.0,sales / marketing / biz dev,2012-06-12-21-24,california,no_kids,straight,like_boths,agnosticism,f,sagittarius,,english,single
40.0,fit,other,2,0,66.0,-1.0,sales / marketing / biz dev,2012-06-29-20-13,california,kid,straight,like_dogs,christianity,f,libra and it&rsquo;s fun to think about,no,english,single
23.0,fit,other,2,0,64.0,-1.0,education / academia,2012-06-17-14-47,california,no_kids,bisexual,like_boths,atheism,m,aries,no,"english (fluently), spanish (poorly)",seeing someone
37.0,fit,other,3,1,73.0,40000.0,education / academia,2012-06-29-23-20,california,no_kids,straight,like_boths,agnosticism,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
30.0,average,other,2,0,72.0,-1.0,other,2012-06-27-23-27,california,no_kids,gay,like_dogs,atheism,m,,,english,single
52.0,average,other,4,0,66.0,-1.0,medicine / health,2012-06-14-07-14,california,no_kids,straight,like_boths,atheism,f,,no,english (fluently),single
37.0,average,other,2,0,64.0,-1.0,other,2012-06-30-00-03,california,no_kids,straight,like_dogs,christianity,f,leo and it&rsquo;s fun to think about,no,"english, french (poorly)",single
26.0,average,other,2,1,63.0,-1.0,medicine / health,2012-06-26-21-07,california,no_kids,straight,like_boths,christianity,f,,no,english,single
28.0,average,other,1,0,64.0,-1.0,other,2012-06-01-01-10,california,no_kids,straight,like_boths,atheism,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), japanese (okay), french (poorly)",single
28.0,fit,other,2,0,69.0,-1.0,student,2012-03-14-16-44,california,no_kids,straight,like_boths,agnosticism,m,aquarius,no,"english (fluently), french (poorly)",single
25.0,average,other,3,0,66.0,100000.0,science / tech / engineering,2012-06-28-08-43,california,no_kids,straight,like_boths,atheism,f,,no,"english, spanish (poorly)",single
26.0,fit,other,3,0,64.0,-1.0,other,2012-05-17-12-31,california,no_kids,bisexual,like_boths,agnosticism,f,,no,english,single
45.0,average,other,3,0,68.0,-1.0,computer / hardware / software,2012-06-29-10-54,other,no_kids,straight,like_cats,other,m,,no,english (fluently),single
35.0,average,other,2,0,64.0,-1.0,clerical / administrative,2012-06-29-22-33,california,no_kids,straight,like_boths,agnosticism,f,pisces and it&rsquo;s fun to think about,trying to quit,english,single
33.0,average,other,2,0,68.0,-1.0,other,2012-06-29-19-33,california,no_kids,straight,like_boths,atheism,m,cancer,no,english,single
35.0,average,other,2,0,73.0,-1.0,medicine / health,2012-06-30-02-37,california,no_kids,straight,like_boths,atheism,m,aries,no,"english, spanish (okay)",single
24.0,average,other,2,0,70.0,-1.0,other,2012-06-30-02-02,california,no_kids,straight,like_boths,agnosticism,m,gemini,,english,single
29.0,fit,other,3,0,70.0,-1.0,medicine / health,2012-06-25-17-49,california,no_kids,straight,like_dogs,agnosticism,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
31.0,average,other,4,1,70.0,-1.0,other,2012-06-04-23-21,california,no_kids,straight,like_boths,agnosticism,m,libra,yes,english,single
39.0,overweight,other,0,0,66.0,40000.0,banking / financial / real estate,2011-08-20-16-52,california,kid,straight,like_dogs,christianity,f,sagittarius but it doesn&rsquo;t matter,no,english,single
48.0,average,other,2,0,64.0,-1.0,other,2012-06-22-23-17,other,no_kids,straight,like_boths,other,f,taurus but it doesn&rsquo;t matter,when drinking,english,single
29.0,average,other,2,0,62.0,-1.0,sales / marketing / biz dev,2011-11-23-09-40,california,no_kids,straight,like_dogs,agnosticism,f,,no,"english, spanish",single
29.0,fit,other,0,0,72.0,-1.0,other,2012-06-20-23-14,california,no_kids,straight,like_dogs,agnosticism,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single
23.0,fit,other,3,0,66.0,-1.0,artistic / musical / writer,2012-06-29-23-22,california,no_kids,straight,like_boths,agnosticism,f,aries,no,"english, french (okay)",single
24.0,average,other,2,0,76.0,-1.0,hospitality / travel,2012-05-22-15-28,california,no_kids,straight,like_boths,agnosticism,m,scorpio but it doesn&rsquo;t matter,,english,single
30.0,fit,other,3,0,68.0,-1.0,student,2012-03-23-23-27,california,no_kids,straight,like_boths,agnosticism,m,cancer,no,"english (fluently), spanish (poorly)",single
44.0,average,other,2,0,65.0,-1.0,computer / hardware / software,2012-06-29-20-18,california,no_kids,straight,like_boths,buddhism,f,aquarius and it&rsquo;s fun to think about,,english,single
33.0,average,other,2,0,72.0,-1.0,computer / hardware / software,2012-06-26-00-35,california,no_kids,gay,like_boths,hinduism,m,capricorn and it&rsquo;s fun to think about,no,"english, french (poorly), italian (poorly)",single
29.0,average,other,2,0,62.0,-1.0,other,2012-06-28-21-53,california,no_kids,straight,like_cats,agnosticism,f,,no,"english (fluently), lisp (poorly)",single
27.0,average,other,3,0,70.0,-1.0,education / academia,2012-06-28-21-29,california,no_kids,straight,like_boths,agnosticism,f,taurus and it&rsquo;s fun to think about,,"english (fluently), german (poorly)",single
34.0,average,other,2,0,67.0,-1.0,other,2012-06-26-08-48,california,no_kids,straight,like_boths,agnosticism,f,capricorn and it&rsquo;s fun to think about,trying to quit,"english (fluently), spanish (okay)",single
23.0,fit,other,2,1,74.0,-1.0,other,2012-05-17-22-23,other,no_kids,straight,like_boths,other and laughing about it,m,virgo and it&rsquo;s fun to think about,no,"english (okay), spanish (poorly)",single
24.0,fit,other,2,0,72.0,60000.0,sales / marketing / biz dev,2012-06-27-08-34,california,no_kids,straight,like_boths,agnosticism,m,gemini but it doesn&rsquo;t matter,,"english (fluently), chinese (poorly), spanish (poorly)",single
48.0,fit,halal,2,0,71.0,-1.0,other,2012-06-29-11-03,other,kid,straight,like_dogs,other and laughing about it,m,taurus but it doesn&rsquo;t matter,no,english,single
33.0,average,other,2,0,66.0,-1.0,sales / marketing / biz dev,2012-06-25-20-10,california,no_kids,straight,like_boths,agnosticism,f,,,english,single
26.0,fit,other,2,0,68.0,-1.0,entertainment / media,2012-06-25-04-05,california,no_kids,straight,like_dogs,agnosticism,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), portuguese (fluently), spanish (okay)",single
31.0,fit,other,3,1,70.0,20000.0,computer / hardware / software,2012-06-11-17-11,california,no_kids,straight,like_boths,agnosticism,m,virgo but it doesn&rsquo;t matter,when drinking,english (fluently),single
27.0,average,other,0,0,68.0,30000.0,education / academia,2012-06-29-22-05,other,no_kids,gay,like_boths,other and laughing about it,f,scorpio and it&rsquo;s fun to think about,trying to quit,english,single
26.0,fit,other,2,1,71.0,50000.0,entertainment / media,2012-04-27-23-00,other,no_kids,straight,like_boths,other but not too serious about it,m,gemini and it&rsquo;s fun to think about,yes,"english, spanish (okay)",single
26.0,average,other,2,0,63.0,-1.0,other,2012-06-29-12-48,california,no_kids,straight,like_boths,christianity,f,,no,english,single
51.0,average,other,1,0,68.0,-1.0,artistic / musical / writer,2012-06-29-08-09,california,kid,straight,like_boths,agnosticism,m,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single
28.0,fit,other,2,0,63.0,-1.0,artistic / musical / writer,2012-06-29-19-24,other,no_kids,straight,like_boths,other but not too serious about it,f,pisces and it&rsquo;s fun to think about,no,english (fluently),single
48.0,average,other,2,0,66.0,-1.0,medicine / health,2012-04-03-21-36,other,no_kids,straight,like_boths,other and somewhat serious about it,f,libra and it&rsquo;s fun to think about,no,"english, spanish (okay)",single
41.0,fit,other,2,0,64.0,-1.0,student,2012-06-29-23-07,california,no_kids,straight,like_boths,agnosticism,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), hindi (fluently), other (fluently), spanish (poorly)",single
34.0,fit,other,1,0,67.0,-1.0,education / academia,2012-06-25-22-41,california,no_kids,straight,like_boths,judaism,f,,no,"english, french (fluently), spanish (okay)",single
28.0,average,other,2,0,74.0,-1.0,computer / hardware / software,2012-06-17-17-49,california,no_kids,straight,like_dogs,agnosticism,m,,no,english,single
43.0,overweight,other,1,0,61.0,-1.0,hospitality / travel,2012-05-10-21-40,california,no_kids,straight,like_boths,christianity,f,scorpio but it doesn&rsquo;t matter,no,"english, arabic (fluently)",single
36.0,fit,other,2,0,70.0,-1.0,other,2012-06-25-18-24,california,no_kids,straight,like_boths,agnosticism,m,,,english,single
32.0,average,other,2,0,76.0,-1.0,computer / hardware / software,2012-06-30-00-15,california,no_kids,straight,like_boths,agnosticism,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), japanese (poorly)",single
57.0,average,other,2,0,64.0,-1.0,other,2012-06-15-14-37,other,kid,straight,like_dogs,other and somewhat serious about it,f,aquarius and it&rsquo;s fun to think about,no,"english (fluently), german (poorly), french (poorly), italian (poorly)",single
32.0,fit,other,2,0,63.0,-1.0,science / tech / engineering,2012-05-20-22-49,california,no_kids,straight,like_boths,agnosticism,m,,no,english (fluently),single
23.0,average,halal,2,1,74.0,-1.0,artistic / musical / writer,2012-06-28-23-11,california,no_kids,straight,like_boths,atheism,m,libra but it doesn&rsquo;t matter,no,"english, french (poorly)",single
53.0,fit,other,1,0,62.0,-1.0,other,2012-06-29-08-28,california,kid,straight,like_boths,buddhism,f,cancer,no,english,single
59.0,average,other,1,0,60.0,-1.0,other,2012-06-23-18-58,california,kid,straight,like_boths,catholicism,f,virgo and it matters a lot,no,"english (poorly), portuguese (fluently), spanish (okay)",single
46.0,average,other,2,0,70.0,-1.0,artistic / musical / writer,2011-11-21-23-05,california,no_kids,straight,like_dogs,buddhism,m,pisces,no,"english (fluently), thai (poorly), english (okay)",single
25.0,average,other,2,1,66.0,-1.0,clerical / administrative,2012-06-17-15-45,california,no_kids,straight,like_dogs,catholicism,f,aquarius and it&rsquo;s fun to think about,yes,"english (fluently), french (poorly)",single
21.0,average,halal,1,0,74.0,20000.0,artistic / musical / writer,2011-09-22-00-32,california,no_kids,straight,like_boths,buddhism,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), dutch (poorly), irish (okay)",single
44.0,average,other,2,1,67.0,-1.0,other,2012-06-24-21-08,other,no_kids,straight,like_boths,other and very serious about it,f,leo and it matters a lot,no,"english (fluently), spanish (okay), afrikaans (poorly), swedish (poorly)",single
55.0,average,halal,2,0,64.0,-1.0,medicine / health,2012-06-17-12-57,california,no_kids,straight,like_dogs,buddhism,f,pisces and it&rsquo;s fun to think about,no,english,single
37.0,average,other,1,0,65.0,50000.0,medicine / health,2012-06-29-22-51,other,no_kids,straight,like_boths,other and somewhat serious about it,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), russian (okay), french (poorly)",single
54.0,fit,other,2,0,69.0,-1.0,other,2012-06-30-01-49,california,kid,straight,like_boths,agnosticism,m,,no,english,single
36.0,fit,other,2,0,71.0,-1.0,executive / management,2012-06-29-23-17,california,no_kids,gay,like_dogs,christianity,m,aries but it doesn&rsquo;t matter,no,english,single
65.0,average,other,1,0,70.0,70000.0,medicine / health,2012-06-20-20-45,other,kid,straight,like_boths,other,f,pisces and it&rsquo;s fun to think about,no,"english, spanish (poorly)",single
37.0,average,other,2,0,65.0,-1.0,education / academia,2012-06-29-00-24,california,no_kids,straight,like_dogs,agnosticism,f,aquarius and it&rsquo;s fun to think about,no,"english, chinese (okay)",single
42.0,fit,other,2,0,64.0,-1.0,medicine / health,2012-06-26-23-55,california,no_kids,straight,like_boths,agnosticism,m,,no,"english (fluently), other (okay), spanish (poorly)",single
28.0,average,other,2,0,68.0,-1.0,other,2012-02-01-22-10,california,no_kids,straight,like_boths,agnosticism,m,,,english,single
23.0,fit,other,2,0,68.0,-1.0,other,2012-06-28-11-48,california,no_kids,straight,like_boths,christianity,f,capricorn,no,english,single
19.0,fit,other,2,1,61.0,-1.0,student,2012-06-12-08-32,california,no_kids,bisexual,like_boths,christianity,f,cancer and it&rsquo;s fun to think about,no,english,single
24.0,average,other,2,0,65.0,-1.0,other,2012-06-27-09-53,california,no_kids,straight,like_boths,agnosticism,f,taurus,,english,single
25.0,average,other,2,0,66.0,60000.0,other,2012-04-27-21-20,other,no_kids,straight,like_boths,other and laughing about it,f,leo and it&rsquo;s fun to think about,trying to quit,english (fluently),single
28.0,average,other,2,0,67.0,-1.0,executive / management,2011-08-03-21-05,california,no_kids,straight,like_boths,christianity,m,aries but it doesn&rsquo;t matter,sometimes,"english (fluently), russian (okay), lithuanian (fluently), italian (poorly)",single
32.0,average,other,2,1,72.0,-1.0,political / government,2012-06-25-20-31,other,no_kids,straight,like_boths,other and laughing about it,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), italian (okay), spanish (poorly)",single
25.0,fit,other,2,1,67.0,-1.0,clerical / administrative,2012-06-21-11-29,california,no_kids,straight,like_boths,judaism,f,gemini and it&rsquo;s fun to think about,no,english,single
41.0,fit,other,2,0,67.0,-1.0,other,2012-06-29-22-36,california,no_kids,straight,like_boths,agnosticism,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), german (fluently), italian (poorly), spanish (poorly)",single
31.0,average,other,3,0,64.0,-1.0,other,2012-06-29-23-48,california,no_kids,straight,like_boths,agnosticism,f,pisces and it&rsquo;s fun to think about,no,english,single
58.0,average,other,2,0,65.0,-1.0,education / academia,2012-01-10-05-58,california,kid,straight,like_boths,agnosticism,f,virgo and it&rsquo;s fun to think about,no,english,single
27.0,fit,other,2,0,65.0,-1.0,science / tech / engineering,2012-06-29-22-35,california,no_kids,straight,like_boths,christianity,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), german (poorly)",single
28.0,fit,other,2,0,72.0,-1.0,other,2012-04-08-20-44,california,no_kids,straight,like_boths,agnosticism,m,,no,english (fluently),single
45.0,fit,halal,3,1,62.0,-1.0,education / academia,2012-06-28-21-56,california,no_kids,straight,like_boths,agnosticism,f,taurus but it doesn&rsquo;t matter,no,"english (fluently), irish (poorly)",single
28.0,fit,other,2,0,73.0,-1.0,science / tech / engineering,2012-06-24-05-29,california,no_kids,straight,like_boths,christianity,m,pisces and it&rsquo;s fun to think about,no,"english, dutch, french (okay), spanish (poorly), chinese (poorly)",single
36.0,fit,other,2,0,79.0,-1.0,executive / management,2012-06-30-03-51,california,no_kids,straight,like_boths,agnosticism,m,virgo,no,"english (fluently), dutch (fluently), french (okay), german (poorly)",single
24.0,fit,other,2,1,70.0,-1.0,other,2012-06-09-10-13,california,no_kids,straight,like_dogs,judaism,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",seeing someone
31.0,fit,other,2,0,65.0,-1.0,other,2011-11-08-16-26,california,no_kids,straight,like_dogs,christianity,f,,no,english,single
55.0,average,other,2,0,72.0,-1.0,other,2012-06-29-11-51,other,no_kids,bisexual,like_cats,other and laughing about it,m,,trying to quit,"english, c++ (poorly)",single
37.0,average,other,2,0,64.0,-1.0,sales / marketing / biz dev,2012-06-26-13-12,california,no_kids,straight,like_boths,buddhism,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), italian (fluently), spanish (poorly), afrikaans (poorly), german (poorly)",single
27.0,average,other,2,0,60.0,-1.0,sales / marketing / biz dev,2012-06-30-02-49,california,no_kids,straight,like_dogs,agnosticism,f,virgo,,english,single
41.0,fit,other,2,0,67.0,-1.0,other,2012-06-29-19-24,california,no_kids,straight,like_dogs,buddhism,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), dutch (poorly)",single
33.0,average,other,2,0,72.0,-1.0,executive / management,2012-06-29-10-40,california,no_kids,straight,like_boths,christianity,f,pisces,,english,single
45.0,average,other,0,0,68.0,-1.0,executive / management,2012-06-29-23-48,other,no_kids,straight,like_boths,other and somewhat serious about it,f,capricorn and it&rsquo;s fun to think about,sometimes,english,single
31.0,average,other,1,0,70.0,-1.0,entertainment / media,2012-06-29-19-08,other,no_kids,straight,like_cats,other,f,pisces and it&rsquo;s fun to think about,no,english (fluently),single
23.0,fit,other,2,0,66.0,-1.0,medicine / health,2012-06-26-10-44,california,no_kids,straight,like_boths,christianity,f,leo but it doesn&rsquo;t matter,no,english,single
30.0,average,other,2,1,68.0,-1.0,student,2012-06-27-00-39,california,no_kids,straight,like_dogs,agnosticism,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
47.0,fit,other,0,0,65.0,-1.0,other,2012-06-12-09-50,other,no_kids,straight,like_boths,other,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), portuguese (okay)",single
24.0,average,other,2,0,60.0,-1.0,student,2012-06-28-12-37,other,no_kids,bisexual,like_boths,other but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
28.0,fit,other,2,1,64.0,-1.0,computer / hardware / software,2012-06-29-21-04,california,no_kids,straight,like_dogs,christianity,f,pisces and it&rsquo;s fun to think about,no,"english, italian (poorly)",single
29.0,average,other,2,0,64.0,-1.0,student,2012-06-30-00-51,california,no_kids,straight,like_dogs,buddhism,f,sagittarius and it&rsquo;s fun to think about,no,english (fluently),single
28.0,fit,other,2,0,65.0,-1.0,medicine / health,2012-06-29-06-30,california,no_kids,straight,like_dogs,agnosticism,f,aries and it&rsquo;s fun to think about,no,english (fluently),single
60.0,fit,other,2,0,65.0,-1.0,education / academia,2012-06-24-13-19,california,no_kids,straight,like_boths,agnosticism,f,aries and it&rsquo;s fun to think about,no,english (fluently),single
24.0,average,other,2,0,67.0,-1.0,student,2012-02-15-23-35,california,no_kids,gay,like_dogs,agnosticism,f,capricorn but it doesn&rsquo;t matter,no,english,single
37.0,fit,other,2,1,68.0,-1.0,other,2012-06-30-00-40,california,no_kids,straight,like_boths,agnosticism,f,virgo and it&rsquo;s fun to think about,no,english,single
24.0,average,other,0,0,66.0,-1.0,student,2012-06-30-00-55,other,no_kids,bisexual,like_boths,other and laughing about it,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), german (poorly)",single
29.0,fit,other,2,0,69.0,-1.0,other,2012-06-24-05-43,california,no_kids,straight,like_boths,christianity,m,,no,"english, italian, french",single
41.0,average,other,2,0,66.0,100000.0,entertainment / media,2012-06-24-09-03,california,no_kids,straight,like_dogs,agnosticism,f,libra and it&rsquo;s fun to think about,no,english,single
35.0,average,other,2,0,67.0,-1.0,other,2012-06-28-20-00,california,no_kids,straight,like_dogs,agnosticism,f,aries and it&rsquo;s fun to think about,no,"english (fluently), italian (poorly)",single
30.0,fit,other,2,1,63.0,-1.0,artistic / musical / writer,2012-02-22-19-07,california,no_kids,straight,like_boths,agnosticism,f,sagittarius and it&rsquo;s fun to think about,no,english,single
28.0,average,other,2,0,63.0,-1.0,other,2012-06-29-22-24,california,no_kids,straight,like_dogs,atheism,f,libra but it doesn&rsquo;t matter,no,"english, portuguese (fluently), spanish (okay), french (okay), danish (poorly)",single
46.0,fit,other,2,0,67.0,-1.0,other,2012-05-04-12-06,california,kid,straight,like_boths,agnosticism,f,,no,english,single
41.0,fit,other,2,0,67.0,-1.0,education / academia,2012-06-27-18-24,california,kid,straight,like_dogs,christianity,f,gemini and it&rsquo;s fun to think about,no,english (fluently),single
41.0,average,other,2,0,66.0,-1.0,other,2012-06-29-14-18,california,kid,straight,like_boths,christianity,f,capricorn,no,"english, spanish",single
39.0,average,other,1,0,63.0,-1.0,medicine / health,2012-06-19-17-35,california,no_kids,bisexual,like_boths,judaism,f,leo and it&rsquo;s fun to think about,no,english,single
27.0,average,other,1,0,62.0,-1.0,student,2012-06-25-09-10,california,no_kids,straight,like_dogs,agnosticism,f,,no,"english (fluently), chinese (fluently)",single
28.0,average,other,2,0,63.0,-1.0,medicine / health,2012-06-29-15-33,california,no_kids,straight,like_boths,agnosticism,f,aries but it doesn&rsquo;t matter,no,english,single
36.0,fit,other,2,0,65.0,-1.0,executive / management,2012-06-27-00-20,california,kid,straight,like_boths,catholicism,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), arabic (okay)",single
27.0,fit,other,2,0,65.0,-1.0,sales / marketing / biz dev,2012-06-29-21-34,california,no_kids,straight,like_boths,agnosticism,f,,no,english,single
25.0,average,other,2,0,64.0,70000.0,science / tech / engineering,2012-06-29-12-35,california,no_kids,straight,like_boths,agnosticism,f,cancer but it doesn&rsquo;t matter,no,"english, french (okay), italian (okay)",single
33.0,fit,other,1,1,64.0,-1.0,other,2012-06-22-07-11,california,kid,straight,like_boths,agnosticism,f,,no,"english, chinese (fluently), spanish (okay), italian (poorly)",single
29.0,fit,other,2,0,58.0,-1.0,hospitality / travel,2012-06-30-02-25,california,no_kids,straight,like_dogs,catholicism,f,leo,,english,single
25.0,fit,other,3,1,67.0,-1.0,hospitality / travel,2012-06-25-07-20,california,no_kids,straight,like_cats,agnosticism,f,taurus but it doesn&rsquo;t matter,yes,"english (fluently), italian (fluently), spanish (poorly)",single
20.0,fit,other,2,0,67.0,-1.0,student,2012-06-30-00-19,california,no_kids,bisexual,like_boths,buddhism,f,taurus and it&rsquo;s fun to think about,no,"english, spanish (okay)",single
39.0,fit,other,2,0,66.0,-1.0,computer / hardware / software,2012-06-28-13-26,california,no_kids,straight,like_boths,agnosticism,f,sagittarius and it&rsquo;s fun to think about,,"english, c++ (poorly)",single
41.0,average,other,1,1,61.0,-1.0,artistic / musical / writer,2012-06-29-18-55,california,no_kids,gay,like_dogs,agnosticism,f,leo,no,english (fluently),single
37.0,average,other,2,0,70.0,-1.0,sales / marketing / biz dev,2012-04-18-11-17,california,no_kids,straight,like_dogs,agnosticism,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
31.0,average,other,2,0,64.0,-1.0,banking / financial / real estate,2012-06-29-19-04,california,no_kids,straight,like_boths,catholicism,f,capricorn and it&rsquo;s fun to think about,when drinking,english,single
30.0,average,other,2,0,67.0,-1.0,education / academia,2012-06-29-22-58,california,no_kids,straight,dislike,atheism,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
22.0,average,other,2,0,70.0,-1.0,student,2012-06-29-21-09,california,no_kids,straight,like_dogs,agnosticism,f,cancer,,"english, german, french, italian, other",single
27.0,average,other,2,0,62.0,-1.0,clerical / administrative,2012-06-25-21-31,california,no_kids,straight,like_boths,christianity,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
27.0,fit,other,2,0,72.0,-1.0,medicine / health,2012-06-28-23-16,california,no_kids,straight,like_boths,catholicism,m,,no,"english (fluently), latin (okay)",single
32.0,average,other,0,0,66.0,-1.0,other,2012-06-24-19-39,california,no_kids,straight,like_dogs,catholicism,f,libra but it doesn&rsquo;t matter,sometimes,english,single
26.0,average,halal,3,0,60.0,-1.0,science / tech / engineering,2012-06-29-01-13,california,no_kids,straight,like_boths,agnosticism,f,pisces and it&rsquo;s fun to think about,when drinking,"english (fluently), portuguese (fluently), spanish (poorly)",single
42.0,average,other,2,0,65.0,-1.0,other,2012-06-29-21-43,california,no_kids,straight,like_dogs,christianity,f,aries but it doesn&rsquo;t matter,no,english,single
37.0,fit,other,2,0,67.0,-1.0,education / academia,2012-06-29-13-08,california,kid,straight,like_dogs,agnosticism,f,aries,no,english,single
39.0,fit,other,2,0,64.0,70000.0,clerical / administrative,2012-06-28-22-31,california,no_kids,straight,like_boths,catholicism,f,pisces but it doesn&rsquo;t matter,no,english (fluently),single
25.0,average,other,2,0,74.0,60000.0,transportation,2012-06-29-23-00,other,no_kids,straight,like_boths,other and somewhat serious about it,m,cancer and it&rsquo;s fun to think about,trying to quit,"english (fluently), sign language (fluently)",single
61.0,fit,other,2,0,63.0,-1.0,construction / craftsmanship,2012-06-28-07-14,california,kid,straight,like_dogs,judaism,f,taurus and it&rsquo;s fun to think about,no,english,single
40.0,average,other,2,0,68.0,60000.0,executive / management,2012-01-08-00-21,california,no_kids,straight,like_boths,agnosticism,m,aquarius and it&rsquo;s fun to think about,sometimes,"english (fluently), c++ (okay), german (poorly), french (poorly), spanish (poorly)",single
38.0,fit,other,2,0,64.0,-1.0,banking / financial / real estate,2012-06-28-20-44,california,no_kids,straight,like_dogs,catholicism,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), german (fluently), spanish (poorly)",single
58.0,average,other,2,0,67.0,-1.0,education / academia,2012-06-24-19-51,california,no_kids,straight,like_boths,agnosticism,m,,no,"english, lisp, chinese",single
31.0,average,other,2,0,64.0,-1.0,other,2012-06-30-00-45,california,no_kids,gay,like_boths,buddhism,f,cancer and it&rsquo;s fun to think about,,"english, thai (fluently)",single
40.0,average,other,1,0,62.0,-1.0,political / government,2012-06-30-05-24,california,kid,straight,like_boths,catholicism,f,scorpio and it&rsquo;s fun to think about,no,english,single
37.0,fit,other,2,0,65.0,-1.0,other,2012-06-30-00-10,california,no_kids,gay,like_boths,judaism,f,pisces and it&rsquo;s fun to think about,,english,single
30.0,fit,other,2,0,67.0,-1.0,artistic / musical / writer,2011-08-11-15-28,california,no_kids,straight,like_boths,agnosticism,f,aquarius,,english,single
28.0,fit,other,2,0,74.0,-1.0,science / tech / engineering,2012-04-27-09-34,california,no_kids,straight,like_dogs,christianity,m,,,"english, spanish (okay)",single
24.0,fit,other,2,0,70.0,-1.0,other,2012-06-30-01-24,california,no_kids,straight,like_dogs,catholicism,m,,no,"english (fluently), spanish (okay), chinese (poorly)",single
23.0,fit,other,2,0,63.0,-1.0,transportation,2012-03-21-14-07,california,no_kids,straight,like_boths,agnosticism,m,,no,english (fluently),single
34.0,fit,other,2,0,75.0,-1.0,computer / hardware / software,2012-06-27-19-05,california,no_kids,straight,like_cats,atheism,m,cancer but it doesn&rsquo;t matter,sometimes,english (fluently),single
